,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
64159,20080415X00488,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA24-260,1.0,Michael J. Collins,0.0,0.0,0.0,1.0,VMC,The pilot's failure to follow the checklist resulting in a gear up landing.
64160,20080502X00584,Accident,2008,MD,United States,Non-Fatal,Substantial,Airplane,Maule,MT-7-235,1.0,Presidential Airways,0.0,0.0,0.0,2.0,VMC,The pilot's inadequate recovery from a bounced landing.
64163,20080518X00690,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Karl R. Fillip,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during recovery from a bounced landing.
64164,20080317X00320,Accident,2008,CA,United States,Non-Fatal,Substantial,Airplane,Maule,M-4,1.0,Thomas R. Praisler,0.0,0.0,0.0,3.0,VMC,"A loss of engine power due to foreign object ingestion in the induction system, which resulted in a stuck/jammed exhaust valve during the takeoff."
64165,20080404X00431,Accident,2008,UT,United States,Non-Fatal,Substantial,Airplane,Piper,PA-24,1.0,John B. Martin,0.0,0.0,0.0,1.0,VMC,The pilot's failure to extend the landing gear.
64166,20080311X00294,Accident,2008,TX,United States,Fatal,Substantial,Airplane,Cessna,172M,1.0,,1.0,0.0,1.0,0.0,VMC,The pilot's failure to avoid the transmission line.  A contributing factor was the pilot's decision to perform a low-level maneuver.
64167,20080318X00327,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,525B,2.0,"TGC Aircraft Investments, LLC",0.0,0.0,0.0,2.0,VMC,The flight crew's failure to reset the brakes circuit breaker resulting in a loss of brakes during taxi and an on ground collision with an unoccupied parked airplane.
64170,20080603X00781,Accident,2008,VA,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's improper engine starting procedures.
64173,20080402X00413,Accident,2008,VA,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Airline Transport Professionls,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper flare, which resulted in a hard landing."
64177,20080414X00470,Accident,2008,KS,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,,0.0,0.0,0.0,2.0,VMC,the pilot's failure to maintain directional control during the landing roll resulting in a departure from the runway environment. Contributing to the accident was the soft runway surface.
64179,20080317X00315,Accident,2008,LA,United States,Fatal,Destroyed,Airplane,Cessna,T210M,1.0,,2.0,0.0,0.0,0.0,IMC,"The pilot's failure to maintain aircraft control for undetermined reasons.  Contributing to the accident were the prevailing clouds, rain, and turbulence."
64180,20080321X00352,Accident,2008,NV,United States,Non-Fatal,Substantial,Airplane,Cessna,402C,2.0,Aero Charter & Transport,0.0,0.0,0.0,1.0,VMC,"A loss of power to both engines resulting from a fitting failure and leak at the right fuel selector valve that allowed fuel from the right tank to be lost overboard, and that then introduced air into the left engine's fuel lines during an attempted cross-feed operation."
64181,20080325X00384,Accident,2008,SC,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,South Carolina Forest Commission,0.0,0.0,0.0,1.0,VMC,The pilot's encounter with wake turbulence during approach as a result of his inadequate in-flight planning.
64184,20080416X00492,Accident,2008,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,,0.0,2.0,0.0,1.0,IMC,The pilots inadvertent flight into flat light/whiteout conditions over snow-covered terrain.
64185,20080425X00556,Accident,2008,UT,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Jaron M. Maynes,0.0,1.0,0.0,0.0,VMC,The pilot's improper use of the flight controls and failure to maintain directional control.
64187,20080321X00349,Accident,2008,FL,United States,Fatal,Substantial,Airplane,Cessna,172,1.0,Kemper Aviation Inc.,4.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain an adequate airspeed while maneuvering at low altitude. Contributing to the accident was the overweight condition of the airplane and the inoperative stall warning horn.
64189,20080325X00385,Accident,2008,KY,United States,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,,0.0,0.0,1.0,0.0,VMC,The mechanic's improper maintenance installation of the No. 1 cylinder rocker arms which led to oil starvation and a loss of engine power.
64193,20080401X00405,Accident,2008,AZ,United States,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,Russell L. Gardner,0.0,0.0,0.0,4.0,VMC,The pilot's inadequate compensation for the wind conditions and failure to maintain an adequate airspeed during the flare.  Contributing to the accident were wind gusts and a crosswind.
64196,20080319X00332,Accident,2008,VA,United States,Fatal,Destroyed,Airplane,Cirrus Design Corp,SR22,1.0,Hector K Collison,2.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain clearance from rising mountainous terrain, and his failure to turn toward his assigned course during initial climb. Contributing to the accident were the low ceiling, reduced visibility, dark night conditions, and rising mountainous terrain."
64197,20080408X00438,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,BIMINI ISLAND AIR INC,0.0,0.0,0.0,4.0,VMC,"The improper adjustment of the right main landing gear down lock by maintenance personnel resulting in the gear collapse during the landing roll.. 
 "
64199,20080425X00557,Accident,2008,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,PAN AM INTERNATIONAL FLIGHT ACADEMY,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate compensation for the crosswind condition and failure to maintain directional control during the landing roll.  Contributing to the accident was the crosswind condition.
64200,20080320X00340,Accident,2008,FL,United States,Fatal,Unknown,Airplane,Cessna,182B,1.0,Henry George Traill,2.0,0.0,0.0,0.0,VMC,"The noninstrument rated pilot's failure to maintain terrain clearance at night in marginal visual flight conditions. Contributing to the accident was the dark night, and low cloud ceilings."
64201,20080321X00348,Accident,2008,VA,United States,Fatal,Destroyed,Airplane,Mooney,M20C,1.0,A. Roy Sanwalka,2.0,0.0,0.0,0.0,VMC,"The pilot's improper decision to take off in conditions conducive to icing, and his inability to maintain control of the airplane during an in-flight accumulation of structural ice."
64202,20080401X00412,Accident,2008,OK,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Idabel Broken Bow Paris Flying Club,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate compensation for wind conditions.  Factors contributing to the accident are high and gusting winds.
64203,20080416X00498,Accident,2008,WA,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control while taxiing.  A contributing factor was the control interference on the rudder pedals created by the pilot's footwear.
64205,20080411X00457,Accident,2008,OH,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's misjudgment of the landing flare and her inadequate recovery from the bounced landing.
64207,20080418X00516,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-260,1.0,Hiott's Flight Service,0.0,0.0,0.0,1.0,VMC,The entanglement of the hook rope with the rudder horn during banner pickup.
64210,20080325X00382,Accident,2008,AZ,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Arizona Aviation,0.0,2.0,0.0,0.0,VMC,A partial loss of engine power for undetermined reasons.
64211,20080411X00462,Accident,2008,UT,United States,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate compensation for wind conditions and failure to maintain directional control.  A contributing factor was the unexpected dust devil.
64212,20080415X00481,Accident,2008,CO,United States,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control of the airplane during landing. Contributing to the accident was the strong left quartering tailwind and gust.
64214,20080328X00397,Accident,2008,OR,United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,2.0,Ameriflight LLC,0.0,0.0,0.0,1.0,VMC,"The failure of company maintenance personnel to install the upper pivot bolt through the pivot hole in the upper end of the landing gear actuating rod, and the company maintenance inspector's inadequate inspection of the work performed."
64216,20080417X00511,Accident,2008,MS,United States,Non-Fatal,Substantial,Airplane,Piper,PA32,1.0,COOPER ELECTRICAL CONTROLS INC,0.0,0.0,0.0,2.0,VMC,A loss of engine power for undetermined reasons.
64217,20080421X00523,Accident,2008,ID,United States,Non-Fatal,Substantial,Airplane,Beech,F90,2.0,Kreg Davis,0.0,0.0,0.0,6.0,VMC,the pilot's misjudged distance and airspeed that led to a failure to attain the proper touchdown point and a runway overrun. Contributing factors were the snow and muddy conditions off the runway.
64218,20080425X00549,Accident,2008,OH,United States,Non-Fatal,Substantial,Airplane,Cessna,210N,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's decision to operate the airplane with a ""dead"" battery contrary to guidance provided by the Pilot's Operating Handbook.  An additional cause was the pilot's failure to verify that the landing gear was fully down and locked prior to landing.  Contributing factors were the pilot's failure to properly service the battery prior to the flight and the subsequent loss of all electrical power, which rendered that normal gear extension system inoperative."
64219,20080410X00453,Accident,2008,GA,United States,Fatal,Substantial,Airplane,Beech,BE-76,2.0,Aviation Atlanta,2.0,0.0,0.0,0.0,VMC,The flight instructor's failure to maintain aircraft control while maneuvering during a simulated engine failure. Contributing to the accident was the flight instructor's lack of total experience as a multiengine flight instructor.
64221,20080418X00513,Accident,2008,CO,United States,Non-Fatal,Substantial,Airplane,Cessna,206,1.0,,0.0,1.0,0.0,0.0,VMC,The loss of engine power due to fuel exhaustion as a result of the pilot's inadequate preflight planning.
64225,20080904X01379,Accident,2008,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA-44-180,2.0,Orlando Flight Training,0.0,0.0,0.0,2.0,VMC,The student pilot's improper landing flare and the flight examiner's inadequate remedial action.
64227,20080415X00484,Accident,2008,ID,United States,Non-Fatal,Substantial,Airplane,Maule,M-8-235,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop/swerve.  A contributing factor was the pilot's lack of recent experience."
64228,20080415X00485,Accident,2008,HI,United States,Non-Fatal,Substantial,Airplane,Piper,PA32-301FT,1.0,Makena Aviation LLC,0.0,0.0,0.0,4.0,VMC,The pilot's inadequate compensation for the wind conditions and his subsequent failure to maintain an adequate airspeed during landing. A contributing factor was the weather windshear condition.
64230,20080509X00640,Incident,2008,VA,United States,Non-Fatal,Minor,Airplane,Boeing,757-200,1.1327227239960989,US AIRWAYS INC,0.0,0.0,0.0,180.0,VMC,"The installed wing panel clips failed due to fatigue, likely caused by the incorrect installation of the fasteners in response to SB 757-57-0027.  Contributing to the incorrect installation was the SB's lack of clarity in the instructions and figures on the correct orientation of the clips and spacers."
64232,20080512X00652,Accident,2008,TN,United States,Non-Fatal,Destroyed,Airplane,Piper,PA-34-200T,2.0,William A. McMahan,0.0,0.0,0.0,1.0,VMC,A fire of undetermined origin.
64233,20080415X00486,Accident,2008,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Conor P. McManamin,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control and inadequate compensation for wind conditions during a go-around.  Contributing to the accident were wind gusts and a crosswind.
64236,20080403X00419,Accident,2008,FL,United States,Fatal,Substantial,Airplane,Piper,PA 28-161,1.0,Florida Flight Training Center,1.0,0.0,0.0,0.0,VMC,The pilot's inflight loss of control for undetermined reasons.
64239,20080425X00551,Accident,2008,OH,United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Pilot,0.0,0.0,0.0,2.0,VMC,The bird strike during approach for landing.
64241,20080331X00400,Accident,2008,MT,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Rocky Mountain College,0.0,1.0,0.0,0.0,VMC,"The pilot failed to maintain situational awareness during the flight. Contributing to the accident were the dark night, the pilot's failure to follow approved navigational procedures for the flight, and the pilot's over reliance on the avionics in the airplane."
64243,20080410X00450,Accident,2008,MI,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Pilot,0.0,0.0,0.0,1.0,VMC,The unstabalized approach performed by the student pilot and the go-around not performed by the student pilot. Additional causes were the inadequate recovery from a bounced landing and the directional control not obtained by the student pilot. Contributing factors were the wind gusts and the student pilots lack of total experience.
64245,20080610X00820,Accident,2008,NV,United States,Non-Fatal,Substantial,Airplane,Cessna,402,2.0,"King Airelines, Inc.",0.0,0.0,0.0,9.0,VMC,The failure of the left main landing gear torque link assembly for undetermined reasons.
64246,20081003X41448,Accident,2008,WI,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Poplar Grove Airmotive Inc,0.0,0.0,0.0,2.0,VMC,The pilot's decision to land on the wrong runway for the existing wind conditions and his improper recovery from a bounced landing.
64247,20080404X00426,Incident,2008,TX,United States,Non-Fatal,Minor,Airplane,Boeing,737-524,2.0,Continental Airlines Inc,0.0,0.0,0.0,118.0,VMC,The flight crew's improper landing technique for an inoperative anti-skid system resulting in locked brakes and four blown main landing gear tires.
64251,20080418X00515,Accident,2008,KS,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-150,1.0,,0.0,0.0,0.0,1.0,VMC,the student pilot's failure to maintain directional control during the takeoff roll.  Contributing factors were the fence and trees.
64252,20080424X00539,Accident,2008,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain directional control of the airplane during landing.
64253,20080509X00643,Accident,2008,LA,United States,Non-Fatal,Substantial,Airplane,Piper,PA24-260,1.0,Mark P Cedar,0.0,0.0,0.0,2.0,VMC,The failure of both pilots to see and avoid the other approaching airplane.  A contributing factor was the close proximity between the two private airstrips.
64254,20080609X00816,Accident,2008,CA,United States,Non-Fatal,Substantial,Airplane,Beech,F33A,1.0,,0.0,1.0,0.0,0.0,VMC,A loss of engine power due to fuel starvation as a result of the pilot's improper use of the mixture control.
64256,20080402X00414,Accident,2008,CO,United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Roger L. Millheim,0.0,0.0,0.0,3.0,VMC,the loss of engine power due to the fatigue failure of the camshaft gear. Contributing to the accident was the lack of suitable terrain for the forced landing.
